,X,Y
167,71.2639239064973,0
168,75.28752893703619,1
169,93.95418381648776,1
170,74.85186837109356,1
171,82.09031851474955,1
172,75.44767815876237,0
173,90.40044356568673,0
174,71.03374638775583,0
175,74.41341263110962,0
176,91.4757521472564,1
177,89.34040433858118,1
178,88.79012878306786,1
179,68.24490575138873,0
180,68.92297072407851,0
181,83.75610897516127,1
182,77.02056402389316,0
183,72.66650996937794,0
184,69.93277926024622,0
185,99.6212193634203,0
186,75.38976500132075,0
187,65.3132005594312,0
188,74.09839901100545,0
189,100.0,1
190,100.0,0
191,77.35754789035393,1
192,70.98296185976974,0
193,100.0,1
194,84.98902458764204,1
195,73.8696671505212,0
196,86.142640437636,0
197,77.56541614885884,0
198,59.04209936000139,0
199,79.43802598664936,0
200,73.19055864054772,0
201,74.27723963403486,0
202,100.0,0
203,76.48563105906753,0
204,87.87141580670121,1
205,85.91915695900863,1
206,68.28589729608937,0
207,70.96994123998866,0
208,82.34078627272817,1
209,62.59433005600669,0
210,88.81140504735163,1
211,98.72558892849352,0
212,84.76751815658977,0
213,89.56985581385922,1
214,82.24615637863366,1
215,84.42773914718089,1
216,64.15385673514353,0
217,92.63933772484197,1
218,66.2934018185563,1
219,80.99233806331682,1
220,73.61662323716774,0
221,78.76055878135674,0
222,90.5306556636486,1
223,77.03324073769527,1
224,62.826082649108386,0
225,80.06237215739374,1
226,79.99239316931346,1
227,81.95891108340152,1
228,78.62019698213099,0
229,76.21289865324508,0
230,82.89298790770243,0
231,66.09685380494086,0
232,76.50973027911928,1
233,85.19121981448825,1
234,85.35052699228605,0
235,67.8617030051114,0
236,74.51005766199474,0
237,82.47512086474498,1
238,85.08776151591674,1
239,72.6319502663245,0
240,60.893560675926395,0
241,94.11064145368323,1
242,84.32221170131344,0
243,77.78781171579332,0
244,74.48934884257372,0
245,78.04922545009018,0
246,77.34548602467379,0
247,87.24414360510808,0
248,87.05523764254814,0
249,95.54518911446087,1
250,65.43636502344636,1
251,74.6842384358756,0
252,89.5107041791918,1
253,79.5807775966169,1
254,81.4881102755832,1
255,78.78882038019864,1
256,70.39004193902089,1
257,76.42802097495859,0
258,77.35186328691803,0
259,84.13106646487918,0
260,89.14343949211502,1
261,81.45994808454468,0
262,82.33915954835098,0
263,72.87029104283239,1
264,98.539775187942,0
265,95.92636908883566,0
266,72.03018352662059,0
267,70.06471587012228,0
268,84.08292771816902,1
269,87.48752425058076,1
270,89.53290858523022,0
271,76.01339027471127,1
272,81.24300614442724,0
273,66.75497289110004,0
274,83.49822981044522,1
275,62.437506635857915,0
276,82.22190078585898,0
277,82.15037637744918,1
278,72.35543956108307,0
279,76.79265650123294,1
280,100.0,0
281,73.75904414701698,0
282,86.62017140606163,1
283,79.91092989851299,0
284,64.84838756938017,1
285,82.58088948424779,0
286,66.7497359703926,0
287,91.59455980603744,1
288,65.0345899731449,0
289,63.85822685669217,1
290,100.0,1
291,76.66795088449147,0
292,82.54371613956049,1
293,86.30939995519614,1
294,83.236458780327,0
295,65.24482325100031,1
296,76.05735005180549,0
297,88.03561633579471,0
298,80.68406936149077,0
299,70.53577763355048,1
300,70.61263811173797,1
301,73.3401179063546,0
302,64.68772795827674,0
303,100.0,1
304,88.05443261185377,0
305,80.09169770786603,1
306,64.09731298774157,0
307,75.36362083573226,0
308,62.76041061888658,0
309,82.97853721256116,1
310,79.18099767839612,1
311,96.27829879957564,1
312,62.76716027352754,0
313,79.17955668572795,0
314,67.72155587156801,0
315,77.0650779889411,1
316,69.83852674423169,0
317,70.87557369792005,0
318,87.64741519465142,1
319,77.27089874477147,0
320,58.14237307198684,0
321,86.58298233667378,1
322,87.31422769704926,1
323,67.60495085953266,0
324,86.69363552838743,0
325,59.73105342846371,0
326,85.74503362597189,1
327,91.51412985833326,1
328,66.53222998253636,0
329,77.71992313444706,0
330,77.93258479791658,0
331,85.64468015350532,0
332,84.480444203868,1
333,80.37091545215178,1
334,73.8292975289956,0
335,85.95905890491578,1
336,80.12248273475842,0
337,71.45604079738604,1
338,92.52233000505309,1
339,73.5034008790377,0
340,77.41495206542537,1
341,94.07342428899774,0
342,89.75635100757677,1
343,81.43238807836295,1
344,73.66420506356113,0
345,70.3814169033468,0
346,79.76167842171465,0
347,91.78673754307685,1
348,94.30252769504327,1
349,83.85320077279091,1
350,92.75881271970951,0
351,55.49063588409525,0
352,76.08717198967149,1
353,74.47556927583263,1
354,75.65514205720439,1
355,89.750595076527,1
356,65.63653247844464,0
357,84.54208150090768,1
358,84.40140049570908,1
359,87.82028447359008,0
360,86.50091369967681,1
361,77.91403218755826,1
362,84.16249257559608,1
363,75.0603858197534,0
364,95.60097572093414,1
365,86.12550047876644,0
366,81.03011227289564,1
367,87.69712050010813,1
368,83.55752162238463,0
369,88.97546135045218,0
370,76.16384825172794,1
371,60.601261818206254,1
372,85.02723453449262,1
373,84.29222179133916,1
374,96.07804186563733,0
375,87.0007505186693,0
376,89.30149852146415,0
377,62.370407941381885,1
378,76.23686121576439,1
379,93.14441900883492,1
380,70.82078662493836,1
381,80.12234044210344,1
382,85.16141855769584,1
383,61.59971661580615,0
384,92.96694159749651,1
385,83.03219622753276,1
386,79.46418214638484,0
387,59.02945415398951,0
388,73.11098948379987,0
389,81.60955762825553,0
390,92.53854007227653,1
391,82.76722470363161,0
392,80.87271564472309,1
393,62.96817432745734,0
394,86.37313149501277,1
395,85.59988574741588,1
396,67.77687018869186,0
397,67.40990469734291,1
398,87.91723904444106,1
399,70.85148045608469,0
400,64.06033276027622,1
401,67.48366557007188,1
402,62.088752928721306,0
403,81.05334338099729,0
404,62.36939907150774,0
405,83.69612160882168,1
406,87.4987654017974,1
407,76.6401841892054,0
408,69.96788927870118,0
409,71.02802457890631,1
410,85.70517618732306,0
411,78.28466707420317,0
412,76.73329713852412,0
413,61.30422153354218,0
414,70.08960577509554,1
415,64.42935322374639,1
416,98.35150037688028,1
417,88.49009636297306,0
418,62.96179551256601,0
419,93.30928174098905,0
420,78.56433938439508,0
421,90.8234183558876,1
422,75.47935208707337,0
423,71.27089574580313,1
424,76.91271854099622,0
425,90.2752022784649,1
426,79.40842387324216,0
427,71.91581331356873,0
428,77.38010891050214,0
429,79.83434120406432,0
430,72.44217791831827,0
431,76.99811940725905,1
432,87.69594924027066,1
433,77.2475698233865,0
434,91.1700312187537,1
435,88.85715871405121,0
436,69.74345292396072,0
437,75.71214690806006,0
438,79.46511805152599,1
439,85.97330504114188,1
440,84.46062119524113,0
441,83.80227019171306,1
442,73.79097334568145,0
443,77.82485487737273,0
444,77.83879206233163,0
445,78.2889875761567,1
446,60.36300639806902,0
447,65.25706612277249,1
448,76.72820272028451,0
449,69.14364885539153,0
450,100.0,0
451,88.60780028007667,0
452,81.80603396273787,1
453,80.67017134681515,1
454,84.20981467628737,1
455,95.74882746063076,1
456,86.93361446614688,1
457,94.44051370253705,1
458,74.84069686004385,0
459,79.97560377284731,0
460,92.16767422249366,1
461,67.9529779439481,0
462,91.02048434287695,1
463,75.31029745334557,1
464,67.51524411080177,0
465,89.22051833943294,1
466,77.96660785551437,1
467,87.83060398872922,1
468,93.59701959952692,0
469,72.48651015617672,0
470,92.50553560326922,0
471,78.39172124411586,0
472,83.94430612331972,0
473,94.9504650850061,1
474,98.65379214916388,1
475,93.96595839992477,1
476,85.65373408650646,0
477,85.20197107205712,1
478,87.43232301230125,1
479,96.25108901684348,1
480,87.30902963032564,0
481,81.49339612539279,1
482,100.0,1
483,70.43723270426833,0
484,80.97006201701981,1
485,80.66153864129903,1
486,74.49873568499021,0
487,80.7747149554992,1
488,100.0,1
489,77.82369716444637,0
490,80.39109548109158,1
491,86.2064393915827,1
492,89.46927758511066,0
493,82.51081344008031,1
494,93.58612508199278,0
495,100.0,1
496,84.55679806037558,1
497,74.71456341119614,0
498,93.38966637884683,0
499,82.75790668367935,0
500,93.43477592706844,1
501,71.66846808821764,0
502,84.83604623609911,0
503,95.9918744816738,1
504,95.17987868048797,1
505,79.74988400499888,0
506,91.59510569166396,1
507,73.51641120818334,1
508,74.88919826495184,0
509,100.0,1
510,91.76745001088715,1
511,84.37441878084036,1
512,91.66797597148306,1
513,79.18745157813626,0
514,78.05790664703389,0
515,76.53769553637665,0
516,83.06242076844939,1
517,81.23640829603448,1
518,93.31334647446953,0
519,72.08026276451443,1
520,79.2533309951178,0
521,61.643996990508214,1
522,61.19780319794192,0
523,77.37155652426955,0
524,96.75143675146947,0
525,89.569834052136,1
526,71.83100222459905,0
527,89.0293999876024,1
528,75.54159805034774,0
529,94.20978541726107,0
530,79.10356349998499,0
531,58.86202274473982,0
532,83.04371777955163,0
533,79.08049603139007,1
534,87.45308722023633,1
535,81.75827563061443,1
536,86.24906269506904,0
537,68.57360304517088,1
538,81.81260221923199,0
539,89.03885948074625,0
540,74.44541597773113,1
541,77.75760731317995,1
542,76.38272606603094,1
543,75.6411843735213,0
544,84.66542416328558,0
545,92.17679716446914,1
546,86.85103506880682,1
547,59.068931489832174,0
548,80.19196737922346,0
549,73.17984898647039,1
550,100.0,1
551,92.82521770323508,0
552,70.63236172862236,0
553,80.1718859330585,0
554,73.4985560945037,0
555,84.55610970222327,1
556,93.76567099765799,1
557,82.28291441920895,0
558,84.49746078604237,0
559,82.20605355325391,0
560,84.43981306719199,0
561,76.40187420741385,1
562,73.34851305585724,0
563,75.97158528473969,0
564,90.3868974603321,1
565,73.26276430680045,0
566,79.45404714387031,0
567,94.8024680118283,1
568,80.43384740007032,1
569,91.0078538919893,0
570,63.97042289430852,0
571,92.77713542031503,1
572,78.91177370738903,0
573,80.35884790244377,1
574,84.04588638350643,1
575,75.83926227531664,0
576,71.84658730701786,1
577,87.57227088641903,0
578,82.94783531264584,0
579,99.33145943408314,1
580,70.65984460820103,0
581,73.4800264716366,0
582,77.86603346573334,0
583,76.7274760942989,1
584,90.72365709249891,1
585,79.6371071187142,1
586,78.63072482525301,0
587,95.97629299912441,0
588,72.60603563937538,0
589,62.448316686982366,0
590,83.0252530890615,0
591,87.99415288905098,1
592,72.1248637337669,0
593,73.2039934308061,0
594,86.36259139136845,1
595,93.42290272607704,0
596,75.37356817144622,0
597,67.63738173332518,0
598,83.50162315717128,0
599,73.9982100794375,0
600,77.23939708490975,1
601,74.34201668469696,0
602,80.8026534998023,0
603,75.92500593229119,0
604,75.21364231991912,0
605,84.44843465619357,0
606,73.93869661094975,1
607,95.52251337104089,1
608,75.41247675812258,1
609,80.89236291148642,0
610,84.73802537000407,0
611,84.2813118666613,1
612,68.37683249557902,1
613,80.33800001981129,0
614,79.15015495728183,0
615,83.13588922254793,1
616,82.02307313719835,0
617,91.00150868559021,1
618,72.06810296686747,1
619,91.60195877885188,1
620,72.57621032095014,1
621,94.7219393391335,1
622,99.10216121124073,0
623,94.48205808288967,1
624,75.78079644886992,1
625,80.74008958300955,0
626,66.53168900111386,1
627,94.65626032624023,0
628,100.0,1
629,59.05652099898204,0
630,80.92987061713532,0
631,85.77697473512403,0
632,73.93854794280246,0
633,93.51436991474553,0
634,61.29946153210107,0
635,74.69494691937855,1
636,77.11488529968462,0
637,72.6638236324715,0
638,78.09214383958076,0
639,57.019400592963635,1
640,80.82890471518398,0
641,60.472464807768304,1
642,62.31504196525232,0
643,73.82083495419185,0
644,95.97347059134833,1
645,64.73388289486353,1
646,92.36716678588775,0
647,69.0592878025055,0
648,92.54581377435463,1
649,86.08299826036486,1
650,64.96541864006215,0
651,85.31091475018103,0
652,87.16540275904029,1
653,96.75641760832619,0
654,90.13612062143218,1
655,84.72888222606976,1
656,63.52325767998077,0
657,100.0,1
658,89.34556642726974,1
659,74.25060233793955,1
660,67.70956900935565,0
661,76.41849801705679,0
662,75.80784838790039,1
663,88.66642596690816,1
664,84.00452126611263,1
665,75.79740652006979,0
666,76.3514261520283,0
667,83.04729110792212,1
668,70.64795500473838,1
669,78.15820039192236,0
670,95.46120279715458,0
671,78.15160552457185,0
672,80.06886551192035,1
673,77.96939151644278,0
674,73.29615492775005,0
675,86.90910183198609,0
676,82.5836566628027,0
677,68.97462125926269,1
678,72.10916686972104,1
679,100.0,1
680,76.47262610304556,0
681,90.18059874954518,0
682,77.70266504631256,1
683,72.17990531519642,0
684,78.68375823711212,0
685,65.68537453227682,0
686,78.99622970286661,0
687,88.79111750348896,1
688,95.72407524327343,0
689,90.39305633747897,0
690,79.2463162097263,0
691,76.16857000730383,1
692,87.54946687439633,1
693,84.85845361247746,1
694,58.72815825825478,0
695,75.92283136476804,1
696,79.80504560128233,0
697,82.58067237896047,0
698,66.5712289905406,0
699,85.34349897754683,0
700,91.06881310510126,1
701,74.36205647109071,0
702,88.01917636074472,1
703,71.7120477117308,0
704,71.15768835216544,0
705,81.79206792286625,1
706,82.37768817365833,1
707,78.6085666807522,0
708,64.18794250764495,0
709,75.44297937678229,1
710,78.24110944850959,0
711,70.98840414072698,1
712,100.0,0
713,93.91680068648313,1
714,66.59240556138808,0
715,88.03633733153538,0
716,81.10878359819799,1
717,81.12613310850512,1
718,69.57257599382697,0
719,72.5712838186732,0
720,76.95736324820662,0
721,71.90788686714629,0
722,79.48244511260667,0
723,83.40029778186114,0
724,77.57538169417099,0
725,91.40618060659793,0
726,84.01375941575866,0
727,82.52727648196046,0
728,85.1528588924173,1
729,81.08766776861357,0
730,96.70744419442077,1
731,82.39183922383837,1
732,74.9513066703349,0
733,86.75894273875953,1
734,82.75603840147755,1
735,68.4408105978202,0
736,78.06691262612001,0
737,87.86371652146249,0
738,83.80764905109424,1
739,82.19533381950721,1
740,76.54983615832747,0
741,85.39868875373568,1
742,80.82778895993893,1
743,85.44905081644977,0
744,59.90072682324549,0
745,91.17335467086097,1
746,85.15758756040269,1
747,77.57252357999948,1
748,79.9944192207723,0
749,96.11834078119156,1
750,100.0,1
751,84.10099647036498,1
752,62.046762790507195,0
753,79.47318814449386,1
754,80.90774806239794,1
755,84.85032533907096,0
756,94.85751020366449,1
757,76.20815273476842,0
758,87.16156772482391,0
759,85.48482577851928,0
760,71.60625838489639,0
761,79.70190002950777,0
762,74.56443421713541,0
763,70.70186623831812,1
764,78.73934814456362,0
765,97.43285394831267,0
766,96.43353463869933,1
767,73.61402011454554,0
768,81.24302750205311,0
769,82.08431334267472,0
770,84.76582323163282,1
771,84.61478441674268,0
772,72.60788017782453,0
773,70.3534035212827,1
774,81.59443287663156,1
775,81.05462954678546,1
776,77.75639753437555,0
777,79.57022311694801,0
778,71.59360579650146,0
779,95.09252364585421,0
780,77.43968931469409,0
781,83.47932052347063,0
782,95.159566671504,0
783,100.0,0
784,83.85662088450641,1
785,53.62062135395191,0
786,85.67861833578678,0
787,81.66055062063639,1
788,70.21194611019644,0
789,71.85507759583005,1
790,90.8937350733308,1
791,85.0346274411587,1
792,70.41478188976157,0
793,88.50451111039357,1
794,77.45965667002848,1
795,87.69031787824662,1
796,82.72053844533023,1
797,84.21823342397276,0
798,81.96484283889609,1
799,78.5533197412721,0
800,98.19751537818163,1
801,80.86674309572561,0
802,67.64909583637392,0
803,85.02472909505866,1
804,62.953313130327885,0
805,100.0,1
806,84.05002321166931,1
807,91.50812830565364,0
808,95.25570515888329,0
809,69.1706959559291,0
810,75.94949363084446,1
811,82.70356101913292,0
812,63.48119697316759,1
813,60.62293543776073,0
814,82.29179321127182,1
815,58.06475363562997,0
816,87.54363845123879,0
817,65.75982937895074,1
818,79.10688392252867,0
819,81.19567938252537,1
820,77.59515063333717,1
821,66.51527015795315,0
822,81.53862893044132,1
823,69.19450331188413,1
824,76.38217087744864,1
825,100.0,1
826,92.84274209842536,1
827,86.02943427166794,1
828,66.59085691163851,0
829,84.72959079488693,1
830,70.61353266874649,1
831,81.87826606732871,1
832,62.563739126577815,0
833,68.49375856364163,0
834,73.8550585162936,0
835,86.08994549597794,0
836,84.48481213103048,1
837,71.30276163409346,0
838,69.21944713648975,0
839,66.73703212929662,0
840,76.58542909980702,1
841,76.70327946297743,0
842,90.06547938417634,0
843,89.3251433184004,1
844,82.11906434731196,1
845,86.32608260280986,1
846,73.0772882749737,1
847,60.07890591412988,1
848,66.47351106202328,0
849,66.34461057892423,0
850,57.62537217742165,0
851,70.93807942939348,0
852,72.57434295805557,0
853,84.32389421842385,1
854,72.39310810066601,1
855,80.00983616032181,0
856,74.47350270795458,0
857,96.76461612717733,1
858,89.53554650958226,0
859,67.43374320280864,0
860,76.40309955297775,0
861,82.93572433394208,0
862,83.44380759557649,0
863,67.01466728885134,1
864,81.24651105125065,1
865,76.8831942475295,0
866,93.1015361346586,0
867,81.11481070742575,1
868,90.84851399394515,1
869,81.54104071964765,1
870,87.10575446476635,1
871,80.03240019865055,0
872,73.19084346323439,1
873,78.94310807186974,1
874,59.09158722011114,0
875,82.57009071734602,0
876,67.6658350784511,0
877,94.20744400184739,1
878,76.57859508927285,0
879,80.6753978256083,1
880,86.53786347018449,1
881,61.46082593535864,0
882,62.933412744941826,0
883,76.17953472398366,1
884,82.36359539634115,1
885,69.66975087517032,0
886,96.95310519260588,1
887,76.80282501382551,1
888,73.7291889745154,1
889,70.87494602298146,0
890,79.76064741715824,0
891,80.20322268489694,1
892,86.51422760635383,1
893,71.06452401564755,0
894,68.73948301838911,1
895,76.56194157209822,1
896,78.61763588788891,1
897,72.47329727178003,0
898,91.40594197621581,1
899,85.54381160031832,0
900,81.37370524111027,1
901,70.41509184089603,0
902,68.99244641515061,0
903,81.96651978806382,0
904,85.59957827740037,0
905,80.04059755655375,1
906,77.04971003857676,0
907,81.29649213637185,1
908,75.40625966215963,0
909,85.51995605455555,1
910,80.71084006569335,0
911,89.43099483482975,1
912,79.96150928720252,0
913,60.17555401716717,1
914,92.28041907158169,1
915,100.0,1
916,89.333163973683,0
917,74.59759605833024,0
918,76.0617062674117,0
919,84.05992407045396,0
920,94.87005778653841,1
921,81.539256135476,1
922,81.70220316547952,1
923,90.51604543591817,1
924,98.43969367712538,1
925,65.59539326915376,1
926,78.80597290682584,0
927,71.66423002726198,1
928,51.65696878980548,1
929,88.45135623222316,1
930,91.08565323732319,0
931,85.6777166212896,1
932,73.41769826547633,1
933,85.26289162243951,0
934,88.8253946778357,1
935,72.15630182651506,1
936,87.65173451715066,0
937,90.53688343313101,1
938,81.06964563660243,0
939,61.46356386195642,0
940,67.11512697795834,1
941,88.19140757996908,1
942,83.2133850255754,0
943,82.43580943285741,0
944,69.37777173728605,0
945,86.62461643793233,1
946,83.0865501066184,0
947,82.77909231865391,1
948,76.2125399093577,1
949,84.00961876502151,1
950,79.903903090903,0
951,86.83478223049931,1
952,78.48198280309465,0
953,88.98821325744402,1
954,72.51455519902645,0
955,75.150924484277,0
956,75.26160538843116,0
957,100.0,1
958,63.361690456839796,0
959,75.3563938766278,0
960,78.34981197900085,1
961,79.74651521471458,0
962,77.75238598789238,1
963,81.12231383521389,1
964,81.32184490734134,1
965,89.0643133178829,1
966,94.09242916587341,1
967,74.49670937929483,1
968,71.8354621655255,0
969,94.18082629432524,1
970,90.40301540818828,0
971,88.63811395211056,1
972,77.787612500735,0
973,85.01377691920932,0
974,77.84391357036864,0
975,70.87371384680381,1
976,77.02124618268118,0
977,79.23115092622628,1
978,78.99331928205945,0
979,87.7471919640701,0
980,77.89065017962554,0
981,90.25500778716773,1
982,82.11784698746986,1
983,88.60788030134255,1
984,67.77638911212203,0
985,84.36742373495909,1
986,89.19857697451467,0
987,73.07918877148056,0
988,89.83089054417138,1
989,60.22743757031144,0
990,79.79647553172757,0
991,88.56948860162902,1
992,84.78123135404351,0
993,79.0648638766326,0
994,64.21815975830263,0
995,72.6946963071171,0
996,84.51319856871072,0
997,74.89186669919671,0
998,65.6291691698588,0
999,66.86695189006261,1
1000,81.43432572246635,1
1001,88.03810683474123,0
1002,96.01898196885969,1
1003,68.86466011016857,0
1004,91.96784279596432,1
1005,67.95152626636528,0
1006,59.02267017921484,0
1007,82.64450293398309,0
1008,75.59294969586162,0
1009,69.53714628015533,0
1010,71.54995759408524,0
1011,78.77820526140059,0
1012,90.76485571191762,0
1013,95.0661703260786,1
1014,84.38313455956924,1
1015,72.66115009181758,0
1016,86.14448455563466,0
1017,75.31186332037714,1
1018,100.0,1
1019,81.0169103659879,1
1020,75.91407104907947,0
1021,86.19805043850221,1
1022,67.59082389868331,0
1023,100.0,0
1024,78.60607835200602,0
1025,73.0910404856065,0
1026,81.14733008122529,1
1027,84.47592846834694,1
1028,75.48691828421123,0
1029,83.73381936683943,1
1030,97.06521421383343,0
1031,70.26775218876844,1
1032,83.18346578311268,0
1033,71.41859038513616,0
1034,76.58725075352007,0
1035,92.31728005477467,1
1036,78.80472303893974,1
1037,72.16692157949987,0
1038,90.7949489463794,0
1039,90.95700325270603,1
1040,93.44479352720329,0
1041,92.94502659537552,0
1042,85.31650221134312,1
1043,95.09086941871618,1
1044,86.86693517312179,1
1045,88.53320135434002,0
1046,69.6291482993462,1
1047,91.21376942648426,1
1048,84.01362348601727,0
1049,82.44652554208315,1
1050,69.89796846387583,0
1051,76.19420452218459,0
1052,99.26042810253651,1
1053,61.03775553358767,0
1054,63.00657704397133,1
1055,79.58227253321468,0
1056,66.00020257279873,0
1057,86.3846881079197,0
1058,64.81346780063448,1
1059,84.7866737396737,0
1060,92.80339215189551,1
1061,64.33736529600925,0
1062,76.76020091812615,1
1063,55.617048910695715,0
1064,84.53271743705056,0
1065,87.07348349954259,1
1066,89.5915377309565,0
1067,78.48419330479592,0
1068,89.68215197952416,1
1069,70.72500322056939,0
1070,71.31950798116374,0
1071,68.51390200274204,0
1072,83.6671297324459,1
1073,68.8764957809779,0
1074,70.59159957640331,1
1075,83.35877649634453,1
1076,86.66846788022313,0
1077,79.18507484854366,0
1078,78.58506286995075,0
1079,84.40179331608901,1
1080,83.30565916311208,0
1081,75.1417496602205,0
1082,75.31623402603063,0
1083,85.33628890096946,1
1084,70.34716296062614,0
1085,92.72259503787822,0
1086,96.06092145225581,1
1087,80.41220679593353,0
1088,76.91879044418684,1
1089,82.33624428875912,1
1090,78.11477121280109,1
1091,82.54272422219374,1
1092,82.92254532509708,0
1093,77.06714094011495,0
1094,70.52304221747028,0
1095,67.45807225769693,0
1096,97.83186073425716,0
1097,93.31475652443703,0
1098,86.15011571823351,0
1099,81.43918233369668,1
1100,72.74597319679461,1
1101,90.96254864629938,1
1102,82.25501097761604,0
1103,83.25185954603853,0
1104,94.68244499354255,0
1105,67.69689723698713,1
1106,82.70653790073831,0
1107,69.93013953282727,0
1108,83.9078412319733,0
1109,93.85965889740837,1
1110,77.13343225773886,0
1111,72.87892634790329,0
1112,61.8209474403484,0
1113,99.64712276708676,1
1114,98.08917518720003,1
1115,67.45250642531377,0
1116,70.52209051438079,0
1117,79.68243890727179,0
1118,75.96174620979819,0
1119,66.86753489595083,0
1120,86.42205295936952,0
1121,96.00418855702242,0
1122,68.9347922085397,0
1123,88.97128291954851,1
1124,78.23549529706331,0
1125,91.35474814902805,1
1126,83.30483046497409,1
1127,93.37912025923262,1
1128,73.14537712367677,0
1129,84.91538822994927,1
1130,65.64787484415533,1
1131,91.13847491084657,0
1132,75.36992169785206,0
1133,96.71094870735396,1
1134,79.96046350150142,1
1135,89.08056645553792,1
1136,73.80279830423663,1
1137,70.00768415367897,0
1138,75.87824766817342,1
1139,57.905098894590544,0
1140,88.05246857428509,1
1141,62.82540146329015,0
1142,66.75558989322312,0
1143,87.20163108449468,1
1144,88.94357656774784,1
1145,80.69300588762214,0
1146,84.64365067797128,1
1147,74.57342506330693,0
1148,81.18053190798074,0
1149,89.52619804767426,1
1150,75.56973512559198,0
1151,98.70706216924935,1
1152,82.62521477089857,1
1153,93.80186200582698,0
1154,81.68583897610893,0
1155,67.11098444224973,0
1156,76.45728857134878,0
1157,75.92440628662823,0
1158,67.745441405057,0
1159,75.41474074587119,1
1160,92.2037557858483,1
1161,81.67865404258139,1
